name,url,category,subcategory,instructors,description,enrollment,views,rating,raters
Prisma Cloud: Protect your Cloud Instance with  Host Defender,https://www.coursera.org/learn/googlecloud-prisma-cloud-protect-your-cloud-instance-with-host-defender-xazp2,Information Technology,Cloud Computing,Google Cloud Training ,"We help millions of organizations empower their employees, serve their customers, and build what’s next for their businesses with innovative technology created in—and for—the cloud. Our products are engineered for security, reliability, and scalability, running the full stack from infrastructure to applications to devices and hardware. Our teams are dedicated to helping customers apply our technologies to create success.",,,,
Prisma Cloud: Securing GKE Run Time,https://www.coursera.org/learn/googlecloud-prisma-cloud-securing-gke-run-time-ya8bq,Information Technology,Cloud Computing,Google Cloud Training ,"We help millions of organizations empower their employees, serve their customers, and build what’s next for their businesses with innovative technology created in—and for—the cloud. Our products are engineered for security, reliability, and scalability, running the full stack from infrastructure to applications to devices and hardware. Our teams are dedicated to helping customers apply our technologies to create success.",,,,
Private Cloud Management on IBM Power Systems,https://www.coursera.org/learn/private-cloud-ibm-power-systems,Information Technology,Cloud Computing,"Bill Miller, Upendra Rajan","IBM PowerVC, an Infrastructure as a Service (IaaS) enabling software, provides a self-service cloud console for managing IBM Power Systems. It is built on OpenStack. OpenStack is a collection of open-source software projects that enterprises can use to run their own private cloud infrastructure.

This course explains most cloud management features, starting with setting up a private cloud environment from the ground up. It then covers planning, sizing and other advanced administrative tasks you can perform to become an efficient system administrator.",1704.0,3961.0,4.9,46.0
Process Data with Microsoft Azure Synapse Link for Cosmo DB,https://www.coursera.org/learn/process-data-with-microsoft-azure-synapse-link-for-cosmo-db,Information Technology,Cloud Computing,Brendan McKeown,"In the past, performing traditional analytical workloads with Azure Cosmos DB has been a challenge. ETL mechanisms to migrate data from Cosmos DB to platforms more suited to performing analytics on data exist, but are a challenge to develop and maintain.
Azure Synapse Link for Cosmos DB addresses the needs to perform analytics over our transactional data without impacting our transactional workloads. 
This is made possible through the Azure Cosmos DB Analytical store, which allows us to sync our transactional data into an isolated column store without us having to develop and manage complex ETL jobs, providing us with near real-time analytical capability on our data. In this project we will step through the process of configuring the services and process data using the Microsoft Azure Synapse Link for Cosmo DB.

If you enjoy this project, we recommend taking the Microsoft Azure Data Fundamentals DP-900 Exam Prep Specialization: https://www.coursera.org/specializations/microsoft-azure-dp-900-data-fundamentals",,,,
Process Forms with AI Model in Power Automate,https://www.coursera.org/learn/process-forms-ai-model-power-automate,Information Technology,Cloud Computing,Dora Hrvoj,"Do you receive an extraordinary amount of job application emails every day? Moreover, do you have the time to screen and read each job applicant’s email? How can you efficiently filter all candidate emails and forward qualified applicants to hiring committees? 
In this beginner-level guided project ""Process Forms with AI Model in Power Automate"", we will use a pre-created job application form and create a model that will extract data from the form. We will then train the model with a couple of patterns, and create a flow that will use the model when candidate emails arrive. Consequently, when we receive a job application by email, the application will go through the flow and, if the candidate meets desired requirements, forward the email to the supervisor.

The requirement for this project is having a Microsoft developer program account, but don’t worry, you will be given instructions on how to get it right here.

If you are ready to make your and your colleagues’ lives easier by starting to automate manual, time-consuming processes, then this project is for you! Let's get started!",,,,
Processing Data with Google Cloud Dataflow,https://www.coursera.org/learn/googlecloud-processing-data-with-google-cloud-dataflow-5cztl,Information Technology,Cloud Computing,Google Cloud Training ,"We help millions of organizations empower their employees, serve their customers, and build what’s next for their businesses with innovative technology created in—and for—the cloud. Our products are engineered for security, reliability, and scalability, running the full stack from infrastructure to applications to devices and hardware. Our teams are dedicated to helping customers apply our technologies to create success.",,,,
Processing IoT Hub data streams with Azure Stream Analytics,https://www.coursera.org/learn/processing-iot-hub-data-streams-with-azure-stream-analytics,Information Technology,Cloud Computing,Priya Jha,"In this 1-hour long project-based course, we will learn to create an IoT hub in the Azure cloud, register an IoT device within that IoT hub, send telemetry data from a raspberry pi web simulator to the IoT hub, create an Azure storage account and create stream analytics job with IoT hub as input and storage account as output so that we can store the sensor data on the Azure storage. Not only this, we will also see how we can perform queries and store specific telemetry data on the Azure storage.
You must have some basic knowledge on working with Azure.",,,,
Protect and Recover Compute Engine Instances with Actifio GO,https://www.coursera.org/learn/googlecloud-protect-and-recover-compute-engine-instances-with-actifio-go-rtwpp,Information Technology,Cloud Computing,Google Cloud Training ,"We help millions of organizations empower their employees, serve their customers, and build what’s next for their businesses with innovative technology created in—and for—the cloud. Our products are engineered for security, reliability, and scalability, running the full stack from infrastructure to applications to devices and hardware. Our teams are dedicated to helping customers apply our technologies to create success.",,,,
Protect and Recover Microsoft SQL Server with Actifio,https://www.coursera.org/learn/googlecloud-protect-and-recover-microsoft-sql-server-with-actifio-lexbd,Information Technology,Cloud Computing,Google Cloud Training ,"We help millions of organizations empower their employees, serve their customers, and build what’s next for their businesses with innovative technology created in—and for—the cloud. Our products are engineered for security, reliability, and scalability, running the full stack from infrastructure to applications to devices and hardware. Our teams are dedicated to helping customers apply our technologies to create success.",,,,
Protecting APIs with Apigee X and Cloud Armor,https://www.coursera.org/learn/googlecloud-protecting-apis-with-apigee-x-and-cloud-armor-ucgej,Information Technology,Cloud Computing,Google Cloud Training ,"We help millions of organizations empower their employees, serve their customers, and build what’s next for their businesses with innovative technology created in—and for—the cloud. Our products are engineered for security, reliability, and scalability, running the full stack from infrastructure to applications to devices and hardware. Our teams are dedicated to helping customers apply our technologies to create success.",,,,
Protecting Data with NetApp Cloud Manager & Cloud Volumes ONTAP for Google Cloud,https://www.coursera.org/learn/googlecloud-protecting-data-with-netapp-cloud-manager-cloud-volumes-ontap-iojct,Information Technology,Cloud Computing,Google Cloud Training ,"We help millions of organizations empower their employees, serve their customers, and build what’s next for their businesses with innovative technology created in—and for—the cloud. Our products are engineered for security, reliability, and scalability, running the full stack from infrastructure to applications to devices and hardware. Our teams are dedicated to helping customers apply our technologies to create success.",,,,
Provision Services with Google Cloud Marketplace,https://www.coursera.org/learn/googlecloud-provision-services-with-google-cloud-marketplace-jba1c,Information Technology,Cloud Computing,Google Cloud Training ,"We help millions of organizations empower their employees, serve their customers, and build what’s next for their businesses with innovative technology created in—and for—the cloud. Our products are engineered for security, reliability, and scalability, running the full stack from infrastructure to applications to devices and hardware. Our teams are dedicated to helping customers apply our technologies to create success.",,,,
Provisioning Infrastructure by Composing Blueprints,https://www.coursera.org/learn/googlecloud-provisioning-infrastructure-by-composing-blueprints-fepek,Information Technology,Cloud Computing,Google Cloud Training ,"We help millions of organizations empower their employees, serve their customers, and build what’s next for their businesses with innovative technology created in—and for—the cloud. Our products are engineered for security, reliability, and scalability, running the full stack from infrastructure to applications to devices and hardware. Our teams are dedicated to helping customers apply our technologies to create success.",,,,
Provisioning an Apigee X Evaluation Organization,https://www.coursera.org/learn/googlecloud-provisioning-an-apigee-x-evaluation-organization-zomns,Information Technology,Cloud Computing,Google Cloud Training ,"We help millions of organizations empower their employees, serve their customers, and build what’s next for their businesses with innovative technology created in—and for—the cloud. Our products are engineered for security, reliability, and scalability, running the full stack from infrastructure to applications to devices and hardware. Our teams are dedicated to helping customers apply our technologies to create success.",,,,
Pub/Sub Lite: Qwik Start,https://www.coursera.org/learn/googlecloud-pub-sub-lite-qwik-start-r1cnc,Information Technology,Cloud Computing,Google Cloud Training ,"We help millions of organizations empower their employees, serve their customers, and build what’s next for their businesses with innovative technology created in—and for—the cloud. Our products are engineered for security, reliability, and scalability, running the full stack from infrastructure to applications to devices and hardware. Our teams are dedicated to helping customers apply our technologies to create success.",,,,
Publish your AppSheet App,https://www.coursera.org/learn/googlecloud-publish-your-appsheet-app-tdpst,Information Technology,Cloud Computing,Google Cloud Training ,"We help millions of organizations empower their employees, serve their customers, and build what’s next for their businesses with innovative technology created in—and for—the cloud. Our products are engineered for security, reliability, and scalability, running the full stack from infrastructure to applications to devices and hardware. Our teams are dedicated to helping customers apply our technologies to create success.",,,,
Publishing APIs with Apigee X,https://www.coursera.org/learn/googlecloud-publishing-apis-with-apigee-x-jkkvd,Information Technology,Cloud Computing,Google Cloud Training ,"We help millions of organizations empower their employees, serve their customers, and build what’s next for their businesses with innovative technology created in—and for—the cloud. Our products are engineered for security, reliability, and scalability, running the full stack from infrastructure to applications to devices and hardware. Our teams are dedicated to helping customers apply our technologies to create success.",,,,
Python Scripting for DevOps,https://www.coursera.org/learn/python-scripting-for-devops,Information Technology,Cloud Computing,Rudi Hinds,"In this course, we are going to focus on the following learning objectives:
1. Work with core Python programming tools 
2. Become comfortable reading and writing Python scripts
By the end of this course, you will have a solid grasp of scripting in Python. You will learn the Pythonic way of many of the core programming concepts. You will be able to read and understand Python scripts in your daily line of work",,,,
RESTful Microservices Performance Monitoring with Actuators,https://www.coursera.org/learn/microservice-performance-monitoring-with-actuators,Information Technology,Cloud Computing,Samarth Narula,"In this guided project you will be given a walkthrough of an Employee Management System application builded using Spring Boot Framework. Then you will configure actuators in this application for the purpose of monitoring various performance metrics of this application. Along the way you will also gain some deep understanding about a few actuators endpoints like Health endpoint, Info endpoint, Metrics endpoint and you will also learn about where these actuator endpoints are most useful in industrial and enterprise scenarios. 

By the end of this project, you will be able to configure various actuator endpoints in any given spring boot project and monitor various performance metrics.",,,,
RESTful Web Services with JAX-RS,https://www.coursera.org/learn/restful-web-services-jax-rs,Information Technology,Cloud Computing,Wyatt Lang,"This course introduces the roles of Web Services in Enterprise Applications. Best Practices, Web JEE Architectures, Exception Handling.  It will then take a hands on approach wit  the development of RESTful Web Services using JAX-RS Resource Classes, Interceptors and Filters along with key design principals.",,3754.0,,
Real Time Machine Learning with Cloud Dataflow and Vertex AI,https://www.coursera.org/learn/googlecloud-real-time-machine-learning-with-cloud-dataflow-and-vertex-ai-etrfz,Information Technology,Cloud Computing,Google Cloud Training ,"We help millions of organizations empower their employees, serve their customers, and build what’s next for their businesses with innovative technology created in—and for—the cloud. Our products are engineered for security, reliability, and scalability, running the full stack from infrastructure to applications to devices and hardware. Our teams are dedicated to helping customers apply our technologies to create success.",,,,
Redacting Confidential Data within your Pipelines in Cloud Data Fusion,https://www.coursera.org/learn/googlecloud-redacting-confidential-data-within-your-pipelines-in-cloud-dat-jqsfz,Information Technology,Cloud Computing,Google Cloud Training ,"We help millions of organizations empower their employees, serve their customers, and build what’s next for their businesses with innovative technology created in—and for—the cloud. Our products are engineered for security, reliability, and scalability, running the full stack from infrastructure to applications to devices and hardware. Our teams are dedicated to helping customers apply our technologies to create success.",,,,
Redacting Sensitive Data with Cloud Data Loss Prevention,https://www.coursera.org/learn/googlecloud-redacting-sensitive-data-with-cloud-data-loss-prevention-5egm2,Information Technology,Cloud Computing,Google Cloud Training ,"We help millions of organizations empower their employees, serve their customers, and build what’s next for their businesses with innovative technology created in—and for—the cloud. Our products are engineered for security, reliability, and scalability, running the full stack from infrastructure to applications to devices and hardware. Our teams are dedicated to helping customers apply our technologies to create success.",,,,
Redacting Sensitive Data with the DLP API,https://www.coursera.org/learn/googlecloud-redacting-sensitive-data-with-the-dlp-api-6x45v,Information Technology,Cloud Computing,Google Cloud Training ,"We help millions of organizations empower their employees, serve their customers, and build what’s next for their businesses with innovative technology created in—and for—the cloud. Our products are engineered for security, reliability, and scalability, running the full stack from infrastructure to applications to devices and hardware. Our teams are dedicated to helping customers apply our technologies to create success.",,,,
Reduce Costs for the Managed Service for Prometheus,https://www.coursera.org/learn/googlecloud-reduce-costs-for-the-managed-service-for-prometheus-81tr5,Information Technology,Cloud Computing,Google Cloud Training ,"We help millions of organizations empower their employees, serve their customers, and build what’s next for their businesses with innovative technology created in—and for—the cloud. Our products are engineered for security, reliability, and scalability, running the full stack from infrastructure to applications to devices and hardware. Our teams are dedicated to helping customers apply our technologies to create success.",,,,
Reinforcement Learning: Qwik Start,https://www.coursera.org/learn/googlecloud-reinforcement-learning-qwik-start-yqsij,Information Technology,Cloud Computing,Google Cloud Training ,"We help millions of organizations empower their employees, serve their customers, and build what’s next for their businesses with innovative technology created in—and for—the cloud. Our products are engineered for security, reliability, and scalability, running the full stack from infrastructure to applications to devices and hardware. Our teams are dedicated to helping customers apply our technologies to create success.",,,,
Reliable Cloud Infrastructure: Design & Process italiano,https://www.coursera.org/learn/cloud-infrastructure-design-process-it,Information Technology,Cloud Computing,Google Cloud Training,"Questo corso spiega agli studenti come creare soluzioni efficienti e ad alta affidabilità su Google Cloud utilizzando pattern di progettazione comprovati. È la continuazione dei corsi Architecting with Google Compute Engine o Architecting with Google Kubernetes Engine e presuppone che si abbia esperienza pratica con le tecnologie esaminate in uno dei due corsi. Attraverso una combinazione di presentazioni, attività di progettazione e lab pratici, i partecipanti impareranno a definire e bilanciare i requisiti aziendali e tecnici per progettare deployment Google Cloud altamente affidabili, altamente disponibili, sicuri ed economicamente convenienti.",,,,
Reliable Cloud Infrastructure: Design and Process dalam bahasa Indonesia,https://www.coursera.org/learn/cloud-infrastructure-design-process-id,Information Technology,Cloud Computing,Google Cloud Training,"Kursus ini membekali peserta kemampuan untuk membangun solusi yang sangat andal dan efisien di Google Cloud menggunakan pola desain yang terjamin. Ini adalah kelanjutan dari kursus Architecting with Google Compute Engine atau Architecting with Google Kubernetes Engine dan peserta dianggap sudah memiliki pengalaman langsung dengan teknologi yang tercakup dalam salah satu kursus itu. Melalui kombinasi antara presentasi, aktivitas desain, dan lab praktik langsung, peserta belajar menentukan dan menyeimbangkan persyaratan bisnis dan teknis untuk merancang deployment Google Cloud yang sangat andal, sangat tersedia, aman, dan hemat biaya.  

Kursus ini mengajarkan keterampilan berikut kepada peserta: 
● Menerapkan serangkaian pertanyaan, teknik, dan pertimbangan desain 
● Menetapkan persyaratan aplikasi dan menyatakannya secara objektif sebagai KPI, SLO, dan SLI 
● Menguraikan persyaratan aplikasi untuk menemukan batas-batas microservice yang tepat 
● Memanfaatkan alat developer Google Cloud untuk menyiapkan pipeline deployment yang modern dan otomatis 
● Memilih layanan Cloud Storage yang sesuai berdasarkan persyaratan aplikasi 
● Merancang jaringan cloud dan hybrid 
● Menerapkan aplikasi yang andal, skalabel, tangguh, dan menyeimbangkan metrik performa utama dengan biaya 
● Memilih layanan deployment Google Cloud yang tepat untuk aplikasi 
● Mengamankan aplikasi, data, dan infrastruktur cloud 
● Memantau tujuan dan biaya tingkat layanan menggunakan alat Google Cloud  

Prasyarat 
● Sudah menyelesaikan kursus sebelumnya yaitu Architecting with Google Cloud Platform Specialization, Architecting with Google Kubernetes Engine, atau memiliki pengalaman yang setara 
● Kemahiran dasar dengan alat command-line dan lingkungan sistem operasi Linux 
● Pengalaman Operasi Sistem termasuk men-deploy dan mengelola aplikasi, baik di lingkungan lokal atau cloud publik",,2018.0,4.9,227.0
Reliable Cloud Infrastructure: Design and Process em Português Brasileiro,https://www.coursera.org/learn/cloud-infrastructure-design-process-br,Information Technology,Cloud Computing,Google Cloud Training,"Este curso prepara estudantes para criar soluções altamente confiáveis e eficientes no Google Cloud usando padrões de projeto comprovados. Ele é uma continuação do curso ""Architecting with Google Compute Engine"" ou ""Architecting with Google Kubernetes Engine"" e exige experiência prática com as tecnologias abordadas nesses dois cursos. Com uma combinação de apresentações, atividades de criação e laboratórios práticos, os participantes aprendem a definir e equilibrar requisitos técnicos e comerciais para projetar implantações do Google Cloud que sejam seguras, econômicas e altamente confiáveis e disponíveis.

Para aproveitar ao máximo este curso, os participantes precisam atender aos seguintes critérios: 
-Ter concluído os cursos ""Architecting with Google Compute Engine"" e ""Architecting with Google Kubernetes Engine"" ou contar com experiência equivalente.
-Ter proficiência básica em ferramentas de linha de comando e 
-Ter experiência com operações de sistemas, incluindo a implantação e a gestão de aplicativos no local ou em um ambiente de nuvem pública.",,5864.0,4.7,120.0
Reliable Cloud Infrastructure: Design and Process en Español,https://www.coursera.org/learn/cloud-infrastructure-design-process-es,Information Technology,Cloud Computing,Google Cloud Training,"En este curso, los alumnos aprenderán a crear soluciones altamente confiables y eficientes en Google Cloud mediante patrones de diseño comprobados. Es la continuación de los cursos Architecting with Google Compute Engine o Architecting with Google Kubernetes Engine. Se presupone que los equipos tienen experiencia práctica con las tecnologías que se abordan en cualquiera de esos cursos. Mediante una serie de presentaciones, actividades de diseño y labs prácticos, los participantes aprenderán a definir y equilibrar los requisitos comerciales y técnicos para diseñar implementaciones de Google Cloud altamente confiables y disponibles, así como seguras y rentables.

Objetivos del curso:
-Definir los requisitos de la aplicación y expresarlos como KPI, SLO y SLI
-Crear aplicaciones de microservicios y diseñar la arquitectura de redes híbridas y alojadas en la nube
-Elegir los servicios de implementación y almacenamiento de Google Cloud apropiados
-Proteger las aplicaciones, los datos y la infraestructura alojados en la nube, así como supervisar los niveles de servicio.

Para aprovechar al máximo este curso, los participantes deben cumplir con los siguientes requisitos previos: 

-Haber completado Architecting with Google Compute Engine o Architecting with Google Kubernetes Engine, o tener experiencia equivalente.
-Tener conocimientos básicos sobre las herramientas de línea de comandos.
-Tener experiencia en operaciones de sistemas, incluidas la implementación y la administración de aplicaciones, tanto a nivel local como en un entorno de nube pública.",3021.0,6250.0,4.9,121.0
Reliable Cloud Infrastructure: Design and Process en Français,https://www.coursera.org/learn/cloud-infrastructure-design-process-fr,Information Technology,Cloud Computing,Google Cloud Training,"Ce cours permet d'apprendre à créer des solutions hautement fiables et efficaces sur Google Cloud, en s'appuyant sur des modèles de conception éprouvés. Il s'inscrit dans la continuité du cours ""Architecting with Google Compute Engine"" et du cours ""Architecting with Google Kubernetes Engine"", et propose des expériences pratiques qui font appel aux technologies abordées dans l'un ou l'autre de ces cours. Grâce à une série de présentations, d'activités de conception et d'ateliers pratiques, vous apprendrez à définir et équilibrer des exigences techniques et commerciales de manière à concevoir des déploiements Google Cloud hautement fiables et disponibles, sécurisés et rentables.

Ce cours vous permettra d'acquérir les compétences suivantes :
● Exploiter une boîte à outils composée de questions, de techniques et de considérations conceptuelles
● Définir les exigences d'une application et les exprimer objectivement sous forme de KPI, SLO et SLI
● Décomposer les exigences d'une application afin de trouver des limites adéquates pour les microservices
● Tirer parti des outils de développement Google Cloud pour créer des pipelines de déploiement automatisé modernes
● Choisir les services Cloud Storage appropriés en fonction des exigences de l'application
● Construire des réseaux cloud et hybrides
● Mettre en œuvre des applications fiables, évolutives et résilientes, en trouvant le bon compromis entre statistiques clés de performance et coût
● Choisir les bons services de déploiement Google Cloud pour vos applications
● Sécuriser des applications, des données et des infrastructures cloud
● Surveiller les objectifs de niveau de service et les coûts à l'aide des outils Google Cloud

Prérequis
● Avoir suivi les cours précédents de la spécialisation Architecting with Google Cloud Platform ou Architecting with Google Kubernetes Engine, ou justifier d'une expérience équivalente
● Maîtriser les principes de base des outils de ligne de commande et des environnements du système d'exploitation Linux
● Justifier d'une expérience en exploitation des systèmes, y compris en déploiement et en gestion d'applications, localement ou dans un
environnement de cloud public",,,,
Reliable Cloud Infrastructure: Design and Process 日本語版,https://www.coursera.org/learn/cloud-infrastructure-design-process-jp,Information Technology,Cloud Computing,Google Cloud Training,"本コースでは、実績ある設計パターンを利用し、信頼性と効率に優れたソリューションを Google Cloud で構築する方法を学習します。本コースは Architecting with Google Compute Engine または Architecting with Google Kubernetes Engine の後続コースであり、これらいずれかのコースで取り上げられているテクノロジーを習得済みであることが受講の前提になります。講義、設計アクティビティ、ハンズオンラボを通して、信頼性と可用性が高く、安全でコスト効率に優れた Google Cloud デプロイメントを設計するためのビジネス要件と技術的要件をバランス良く定義する方法を学びます。

このコースでは、以下のスキルについて学習します。
● 問い、テクニック、設計上の考慮事項からなるツールセットを適用する
● アプリケーションの要件を定義し、KPI、SLO、SLI として具体的に表す
● アプリケーション要件を細分化し、適切なマイクロサービス境界を見つける
●Google Cloud のデベロッパー ツールを利用して、自動化された先進的なデプロイ パイプラインを設定する
● アプリケーションの要件に基づき、適切な Cloud Storage サービスを選択する
● クラウド ネットワークとハイブリッド ネットワークを設計する
● 主要なパフォーマンス指標とコストのバランスを保ちつつ、信頼性がありスケーラブルで復元性に優れたアプリケーションを実装する
●アプリケーションに適した Google Cloud デプロイメント サービスを選択する
● クラウドのアプリケーション、データ、インフラストラクチャを保護する
● Google Cloud ツールを使用してサービスレベル目標とコストをモニタリングする

前提条件
● Architecting with Google Cloud Platform Specialization または Architecting with Google Kubernetes Engine の先行コースを修了している、または同等の経験を有すること
● コマンドライン ツールと Linux オペレーティング システム環境の基礎を習熟していること
● システム運用の経験（オンプレミスまたはパブリック クラウド環境でのアプリケーションのデプロイや管理を含む）を有すること",2342.0,13053.0,4.6,76.0
Reliable Cloud Infrastructure: Design and Process 한국어,https://www.coursera.org/learn/cloud-infrastructure-design-process-ko,Information Technology,Cloud Computing,Google Cloud Training,"본 과정은 수강생에게 입증된 설계 패턴을 사용해 Google Cloud에서 안정성과 효율성이 우수한 솔루션을 빌드할 수 있는 능력을 함양합니다. 본 과정은 Architecting with Google Compute Engine 또는 Architecting with Google Kubernetes Engine 과정과 이어지는 과정이며, 수강생이 해당 과정에서 다룬 기술에 대한 실무 경험을 갖추고 있다고 가정합니다. 수강생은 프레젠테이션, 설계 활동, 실무형 실습을 통해 안정성과 가용성이 뛰어나고 안전하며 비용 효율적인 Google Cloud 배포 환경을 설계하는 데 필요한 비즈니스 및 기술 요구사항을 정의하고 균형을 맞추는 방법을 학습하게 됩니다.",,,,
Reliable Google Cloud Infrastructure: Design and Process,https://www.coursera.org/learn/cloud-infrastructure-design-process,Information Technology,Cloud Computing,Google Cloud Training,"This course equips students to build highly reliable and efficient solutions on Google Cloud using proven design patterns. It is a continuation of the Architecting with Google Compute Engine or Architecting with Google Kubernetes Engine courses and assumes hands-on experience with the technologies covered in either of those courses. Through a combination of presentations, design activities, and hands-on labs, participants learn to define and balance business and technical requirements to design Google Cloud deployments that are highly reliable, highly available, secure, and cost-effective.",105358.0,212261.0,4.7,7066.0
Rent-a-VM to Process Earthquake Data,https://www.coursera.org/learn/googlecloud-rent-a-vm-to-process-earthquake-data-vk304,Information Technology,Cloud Computing,Google Cloud Training ,"We help millions of organizations empower their employees, serve their customers, and build what’s next for their businesses with innovative technology created in—and for—the cloud. Our products are engineered for security, reliability, and scalability, running the full stack from infrastructure to applications to devices and hardware. Our teams are dedicated to helping customers apply our technologies to create success.",,,,
Reporting Application Metrics into Cloud Monitoring,https://www.coursera.org/learn/googlecloud-reporting-application-metrics-into-cloud-monitoring-0ebcj,Information Technology,Cloud Computing,Google Cloud Training ,"We help millions of organizations empower their employees, serve their customers, and build what’s next for their businesses with innovative technology created in—and for—the cloud. Our products are engineered for security, reliability, and scalability, running the full stack from infrastructure to applications to devices and hardware. Our teams are dedicated to helping customers apply our technologies to create success.",,,,
Responding to Cloud Logging Messages with Cloud Functions,https://www.coursera.org/learn/googlecloud-responding-to-cloud-logging-messages-with-cloud-functions-gkmol,Information Technology,Cloud Computing,Google Cloud Training ,"We help millions of organizations empower their employees, serve their customers, and build what’s next for their businesses with innovative technology created in—and for—the cloud. Our products are engineered for security, reliability, and scalability, running the full stack from infrastructure to applications to devices and hardware. Our teams are dedicated to helping customers apply our technologies to create success.",,,,
Responding to Post-Intrusion Ransomware with Cortex XSOAR,https://www.coursera.org/learn/googlecloud-responding-to-post-intrusion-ransomware-with-cortex-xsoar-n7fmj,Information Technology,Cloud Computing,Google Cloud Training ,"We help millions of organizations empower their employees, serve their customers, and build what’s next for their businesses with innovative technology created in—and for—the cloud. Our products are engineered for security, reliability, and scalability, running the full stack from infrastructure to applications to devices and hardware. Our teams are dedicated to helping customers apply our technologies to create success.",,,,
Ruby Scripting for DevOps,https://www.coursera.org/learn/ruby-scripting-for-devops,Information Technology,Cloud Computing,Rudi Hinds,"By the end of this course, you will have a solid grasp of scripting in Ruby. You will be ready to work with DevOps tools that use Ruby. You will be able to begin to read and understand Ruby scripts in your daily line of work",,,4.2,11.0
Running Dedicated Game Servers in Google Kubernetes Engine,https://www.coursera.org/learn/googlecloud-running-dedicated-game-servers-in-google-kubernetes-engine-rvurt,Information Technology,Cloud Computing,Google Cloud Training ,"We help millions of organizations empower their employees, serve their customers, and build what’s next for their businesses with innovative technology created in—and for—the cloud. Our products are engineered for security, reliability, and scalability, running the full stack from infrastructure to applications to devices and hardware. Our teams are dedicated to helping customers apply our technologies to create success.",,,,
Running a MongoDB Database in Kubernetes with StatefulSets,https://www.coursera.org/learn/googlecloud-running-a-mongodb-database-in-kubernetes-with-statefulsets-jzyom,Information Technology,Cloud Computing,Google Cloud Training ,"We help millions of organizations empower their employees, serve their customers, and build what’s next for their businesses with innovative technology created in—and for—the cloud. Our products are engineered for security, reliability, and scalability, running the full stack from infrastructure to applications to devices and hardware. Our teams are dedicated to helping customers apply our technologies to create success.",,,,
Running a Node.js Container on Google Kubernetes Engine,https://www.coursera.org/learn/googlecloud-running-a-node-js-container-on-google-kubernetes-engine-ovzwv,Information Technology,Cloud Computing,Google Cloud Training ,"We help millions of organizations empower their employees, serve their customers, and build what’s next for their businesses with innovative technology created in—and for—the cloud. Our products are engineered for security, reliability, and scalability, running the full stack from infrastructure to applications to devices and hardware. Our teams are dedicated to helping customers apply our technologies to create success.",,,,
Scanning User-generated Content Using the Cloud Video Intelligence and Cloud Vision APIs,https://www.coursera.org/learn/googlecloud-scanning-user-generated-content-using-the-cloud-video-intellig-g50oy,Information Technology,Cloud Computing,Google Cloud Training ,"We help millions of organizations empower their employees, serve their customers, and build what’s next for their businesses with innovative technology created in—and for—the cloud. Our products are engineered for security, reliability, and scalability, running the full stack from infrastructure to applications to devices and hardware. Our teams are dedicated to helping customers apply our technologies to create success.",,,,
Securing APIs with Apigee X,https://www.coursera.org/learn/googlecloud-securing-apis-with-apigee-x-t3hay,Information Technology,Cloud Computing,Google Cloud Training ,"We help millions of organizations empower their employees, serve their customers, and build what’s next for their businesses with innovative technology created in—and for—the cloud. Our products are engineered for security, reliability, and scalability, running the full stack from infrastructure to applications to devices and hardware. Our teams are dedicated to helping customers apply our technologies to create success.",,,,
Securing Cloud Applications with Identity Aware Proxy (IAP) using Zero-Trust,https://www.coursera.org/learn/googlecloud-securing-cloud-applications-with-identity-aware-proxy-iap-usin-4wkfq,Information Technology,Cloud Computing,Google Cloud Training ,"We help millions of organizations empower their employees, serve their customers, and build what’s next for their businesses with innovative technology created in—and for—the cloud. Our products are engineered for security, reliability, and scalability, running the full stack from infrastructure to applications to devices and hardware. Our teams are dedicated to helping customers apply our technologies to create success.",,,,
Securing Your GKE Deployments with Binary Authorization,https://www.coursera.org/learn/googlecloud-securing-your-gke-deployments-with-binary-authorization-akovd,Information Technology,Cloud Computing,Google Cloud Training ,"We help millions of organizations empower their employees, serve their customers, and build what’s next for their businesses with innovative technology created in—and for—the cloud. Our products are engineered for security, reliability, and scalability, running the full stack from infrastructure to applications to devices and hardware. Our teams are dedicated to helping customers apply our technologies to create success.",,,,
Securing a Cloud SQL for PostgreSQL Instance,https://www.coursera.org/learn/googlecloud-securing-a-cloud-sql-for-postgresql-instance-16bmr,Information Technology,Cloud Computing,Google Cloud Training ,"We help millions of organizations empower their employees, serve their customers, and build what’s next for their businesses with innovative technology created in—and for—the cloud. Our products are engineered for security, reliability, and scalability, running the full stack from infrastructure to applications to devices and hardware. Our teams are dedicated to helping customers apply our technologies to create success.",,,,
Securing and Rate Limiting API calls using API Gateway,https://www.coursera.org/learn/googlecloud-securing-and-rate-limiting-api-calls-using-api-gateway-q15vv,Information Technology,Cloud Computing,Google Cloud Training ,"We help millions of organizations empower their employees, serve their customers, and build what’s next for their businesses with innovative technology created in—and for—the cloud. Our products are engineered for security, reliability, and scalability, running the full stack from infrastructure to applications to devices and hardware. Our teams are dedicated to helping customers apply our technologies to create success.",,,,
